TESTID,WellID,DepthMD,DepthTVDSS,Temp,GR,Resist_deep,Resist_medium,Resist_short,Density ,Neutron,FluidType,Subblock,Thickness,Reservior,RFT
294,Well17,2370.5,2108.828562,95.4043,53.0513,5.4026,,,2.2945,0.237352,W,G,1.469727,c2,NORMAL
295,Well17,2370.5,2108.828562,95.4043,53.0513,5.4026,,,2.2945,0.237352,W,G,1.469727,c2,NORMAL
296,Well17,2370.5,2108.828562,95.4043,53.0513,5.4026,,,2.2945,0.237352,W,G,1.469727,c2,NORMAL
297,Well17,2418.5,2144.563693,96.5851,68.5205,5.2042,,,2.3303,0.225799,W,G,0.796875,c2,NORMAL
298,Well17,2651,2313.428476,102.3046,58.6727,3.5238,,,2.3791,0.175564,W,G,1.570801,c2,NORMAL
299,Well17,2716.5,2358.285138,103.9159,56.601,3.9734,,,2.3749,0.176087,W,G,2.185547,c2,NORMAL
300,Well17,2775.7,2398.900256,105.37222,60.5357,4.3294,,,2.362,0.205982,W,G,1.266846,c3,NORMAL
301,Well17,2802.5,2417.626556,106.0315,49.9452,4.8031,,,2.4154,0.163667,W,G,3.004395,c3,NORMAL
302,Well17,2802.7,2417.767468,106.03642,50.1184,4.6404,,,2.4196,0.162204,W,G,3.004395,c3,OTHER
303,Well17,2802.7,2417.767468,106.03642,50.1184,4.6404,,,2.4196,0.162204,W,G,3.004395,c3,OTHER
304,Well17,2803,2417.978836,106.0438,51.0266,4.3615,,,2.4296,0.159953,W,G,3.004395,c3,OTHER
305,Well17,2847,2449.674806,107.1262,50.6635,5.9003,,,2.3831,0.1681,W,G,1.244873,c3,OTHER
306,Well17,2847,2449.674806,107.1262,50.6635,5.9003,,,2.3831,0.1681,W,G,1.244873,c3,OTHER
307,Well17,2847.2,2449.825008,107.13112,55.6455,6.0849,,,2.3819,0.168095,W,G,1.244873,c3,NORMAL
308,Well17,2880,2474.531121,107.938,65.8047,8.1962,,,2.4651,0.202677,W,G,1.396973,c3,NORMAL
309,Well17,2880,2474.531121,107.938,65.8047,8.1962,,,2.4651,0.202677,W,G,1.396973,c3,NORMAL
310,Well17,2880,2474.531121,107.938,65.8047,8.1962,,,2.4651,0.202677,W,G,1.396973,c3,NORMAL
311,Well17,2893.2,2484.670055,108.26272,85.0625,7.5265,,,2.5002,0.180214,W,G,,c3,NORMAL
312,Well17,2921.7,2507.003709,108.96382,51.043,5.6362,,,2.3814,0.183708,W,G,1.92627,c3,NORMAL
313,Well17,2963.5,2540.126379,109.9921,54.8619,12.1064,,,2.3274,0.209597,W,G,0.965576,c3,NORMAL
314,Well17,2963.5,2540.126379,109.9921,54.8619,12.1064,,,2.3274,0.209597,W,G,0.965576,c3,NORMAL
315,Well17,2974,2548.443075,110.2504,64.3291,7.3652,,,2.4136,0.158495,W,G,1.082275,c3,NORMAL
316,Well17,3004,2571.970447,110.9884,69.1907,23.8243,,,2.4522,0.156525,O,G,1.186768,c3,NORMAL
317,Well17,3004.1,2572.048587,110.99086,69.1907,23.8243,,,2.4522,0.156525,O,G,1.186768,c3,OTHER
318,Well17,3004.5,2572.361148,111.0007,69.4261,21.7107,,,2.4474,0.147037,O,G,1.186768,c3,OTHER
319,Well17,3004.8,2572.595568,111.00808,78.3692,20.1016,,,2.4434,0.151526,O,G,1.186768,c3,OTHER
320,Well17,3004.8,2572.595568,111.00808,78.3692,20.1016,,,2.4434,0.151526,O,G,1.186768,c3,OTHER
321,Well17,3005,2572.751849,111.013,84.4908,19.3232,,,2.4406,0.15605,O,G,1.186768,c3,NORMAL
322,Well17,3019.5,2583.994496,111.3697,84.4618,8.0349,,,2.3939,0.20832,O,G,0.471436,c3,NORMAL
323,Well17,3042,2601.314221,111.9232,45.185,9.056,,,2.4238,0.172018,O,G,3.146729,c3,NORMAL
324,Well17,3080.5,2630.239175,112.8703,46.3216,8.6331,,,2.4188,0.153854,O,G,3.605713,c3,NORMAL
325,Well17,3164,2690.453089,114.9244,52.3203,40.2213,,,2.4725,0.099729,O,G,1.198242,c3,NORMAL
326,Well17,3179.3,2701.39572,115.30078,65.8999,12.157,,,2.461,0.172718,O,G,1.309082,c3,NORMAL
327,Well17,3180,2701.896363,115.318,57.9297,12.4362,,,2.4796,0.160187,O,G,1.309082,c3,NORMAL
328,Well17,3273.5,2768.924299,117.6181,34.9118,27.807,,,2.5346,0.218531,O,D,,c4,NORMAL
329,Well17,3327,2806.915423,118.9342,51.6135,34.0665,,,2.5618,0.108108,O,D,1.71582,c4,OTHER
330,Well17,3327.5,2807.268635,118.9465,75.0052,24.865,,,2.5301,0.127005,O,D,1.71582,c4,OTHER
331,Well17,3328,2807.621848,118.9588,90.3146,23.266,,,2.5206,0.144746,O,D,,c4,OTHER
332,Well17,3342.2,2817.586709,119.30812,52.1059,14.0804,,,2.4623,0.158142,O,D,0.855225,c4,NORMAL
333,Well17,3342.2,2817.586709,119.30812,52.1059,14.0804,,,2.4623,0.158142,O,D,0.855225,c4,NORMAL
334,Well17,3342.2,2817.586709,119.30812,52.1059,14.0804,,,2.4623,0.158142,O,D,0.855225,c4,NORMAL
335,Well17,3358.5,2829.015187,119.7091,50.0157,53.0572,,,2.4698,0.094711,O,D,0.532959,c4,OTHER
336,Well17,3359,2829.364801,119.7214,49.2957,44.6818,,,2.5512,0.080525,O,D,0.42627,c4,OTHER
337,Well18,1749.11,1600.246078,80.118106,54.8251,3.101,,,2.256,0.256,O,H,,,NORMAL
338,Well18,1780.58,1628.34493,80.892268,49.6832,5.392,,,2.2481,0.247,O,H,2.797729,b1,NORMAL
339,Well18,1782.55,1630.067086,80.94073,55.2583,2.31,,,2.2098,0.255,W,H,2.924194,b1,OTHER
340,Well18,1783.03,1630.486697,80.952538,45.6943,2.026,,,2.1709,0.258,W,H,2.924194,b1,OTHER
341,Well18,1823.53,1665.636811,81.948838,59.1569,2.853,,,2.2343,0.281,W,D,2.505371,b3,NORMAL
342,Well18,1830.04,1671.251748,82.108984,80.4503,3.837,,,2.4773,0.214,O?,D,0.394653,b3,OTHER
343,Well18,1843.04,1682.463416,82.428784,46.605,41.561,,,2.1579,0.249,O,D,6.161011,b3,NORMAL
344,Well18,1845.57,1684.641092,82.491022,47.5032,21.514,,,2.2119,0.25,O,D,6.161011,b3,NORMAL
345,Well18,1848.03,1686.758516,82.551538,49.3334,23.81,,,2.2053,0.237,O,D,6.161011,b3,NORMAL
346,Well18,1868.04,1703.987669,83.043784,72.0882,4.208,,,2.3637,0.207,O,D,2.757568,b3,OTHER
347,Well18,1870.05,1705.719543,83.09323,64.9159,4.27,,,2.3058,0.24,O,D,2.757568,b3,NORMAL
348,Well18,1897.07,1729.199396,83.757922,63.1982,2.228,,,2.3415,0.236,W,D,1.603638,b3,NORMAL
349,Well18,1957.44,1782.129911,85.243024,62.3368,11.674,,,2.2457,0.241,O,D,3.050903,b4,NORMAL
350,Well18,1959.59,1784.006658,85.295914,62.296,5.939,,,2.2337,0.268,O,D,3.050903,b4,NORMAL
351,Well18,1979.05,1800.880677,85.77463,63.3987,2.324,,,2.2772,0.238,W,D,3.426147,b4,NORMAL
352,Well18,1995.04,1814.700008,86.167984,55.1973,2.578,,,2.3445,0.236,W,D,5.248413,b4,NORMAL
353,Well19,1938.46,1481.306027,84.776116,43.705,4.71,,,2.28,0.23,W,K,,,NORMAL
354,Well19,1964.47,1494.310999,85.415962,47.121,3.54,,,2.32,0.24,W,K,7.257446,,NORMAL
355,Well19,1995.02,1509.614713,86.167492,45.671,3.41,,,2.29,0.26,W,K,7.041138,,NORMAL
356,Well19,2047.51,1535.918587,87.458746,56.447,9.41,,,2.29,0.23,O,K,7.924805,b1,NORMAL
357,Well19,2053.97,1539.148587,87.617662,47.422,27.21,,,2.2,0.27,O,K,7.924805,b1,NORMAL
358,Well19,2089.05,1556.688587,88.48063,49.872,19.19,,,2.16,0.26,O,K,6.400879,b1,NORMAL
359,Well19,2109.97,1567.17724,88.995262,29.733,27.6,,,2.11,0.24,O,K,6.950439,b1,NORMAL
360,Well19,2116.02,1570.211378,89.144092,25.775,49.87,,,2.13,0.23,O,K,6.950439,b1,NORMAL
361,Well19,2163.99,1594.280904,90.324154,56.414,13.72,,,2.27,0.23,O,S,4.212524,b3,NORMAL
362,Well19,2167.52,1596.053901,90.410992,45.944,17.47,,,2.25,0.23,O,S,4.212524,b3,NORMAL
363,Well19,2192,1608.349356,91.0132,48.278,27.21,,,2.17,0.26,O,S,10.476196,b3,NORMAL
364,Well19,2198.96,1611.845123,91.184416,50.071,32.16,,,2.13,0.27,O,S,10.476196,b3,NORMAL
365,Well19,2215.5,1620.123883,91.5913,52.107,12.67,,,2.2,0.26,O,S,4.275879,b3,NORMAL
366,Well19,2268.98,1646.823421,92.906908,44.357,35.67,,,2.14,0.28,O,S,5.31543,b3,NORMAL
367,Well19,2308.98,1666.850457,93.890908,39.662,20.76,,,2.11,0.26,O,S,5.929932,b4,NORMAL
368,Well19,2318.97,1671.868057,94.136662,46.601,10.41,,,2.11,0.27,O,S,2.36499,b4,NORMAL
369,Well19,2339.99,1682.425611,94.653754,38.836,31.36,,,2.15,0.29,O,S,12.675903,b4,NORMAL
370,Well19,2355.14,1690.034885,95.026444,37.475,39.51,,,2.11,0.28,O,S,12.675903,b4,NORMAL
371,Well19,2371.51,1698.25692,95.429146,42.171,26.52,,,2.16,0.26,O,S,7.72168,b4,NORMAL
372,Well19,2395.02,1710.425127,96.007492,42.624,3.55,,,2.16,0.28,O?,S,4.053711,b4,NORMAL
373,Well19,2399,1712.495704,96.1054,38.454,1.8,,,2.17,0.27,W,S,6.342041,b4,NORMAL
374,Well19,2404,1715.096931,96.2284,47.368,2.31,,,2.23,0.27,W,S,6.342041,b4,NORMAL
375,Well19,2429.01,1728.108267,96.843646,35.344,1.87,,,2.18,0.25,W,S,6.098145,b4,NORMAL
376,Well19,2448.04,1738.008536,97.311784,32.883,2.23,,,2.21,0.23,W,S,7.726807,b4,NORMAL
377,Well20,1408.5,1347.100749,72.22222222,54.7421,2.053,,,2.2218,0.307006,W,H,2.519409,a,NORMAL
378,Well20,1471,1406.685892,76.11111111,69.8018,2.958,,,2.2709,0.283,W,H,3.962036,a,NORMAL
379,Well20,1493,1426.862507,76.66666667,77.6578,3.371,,,2.2909,0.256005,W,H,2.889648,a,NORMAL
380,Well20,1584,1503.368921,77.77777778,50.9904,3.699,,,2.2329,0.265005,W,H,1.422607,a,NORMAL
381,Well20,1613,1525.280254,78.88888889,54.637,4.011,,,2.2793,0.259004,W,H,3.356689,a,NORMAL
382,Well20,1683,1573.339021,80,55.2164,3.656,,,2.2748,0.263,W,H,3.854004,a,NORMAL
383,Well20,1698,1582.834282,80,52.0646,4.049,,,2.2864,0.278998,W,H,3.364624,a,NORMAL
384,Well20,1736,1605.795012,81.11111111,57.106,7.1397,,,2.3124,0.263998,O,H,0.608765,b1,NORMAL
385,Well20,1777,1628.052212,82.78,54.8705,3.609,,,2.4004,0.208002,W,H,1.580078,b1,NORMAL
386,Well20,1777.5,1628.311599,82.78,54.9051,3.3081,,,2.3011,0.253004,W,H,1.580078,b1,OTHER
387,Well20,1778,1628.570986,82.22222222,55.3372,3.055,,,2.3355,0.261995,W,H,1.580078,b1,OTHER
388,Well20,1790,1634.796263,82.22222222,59.1441,3.244,,,2.3173,0.218008,W,H,2.768555,b1,NORMAL
389,Well20,1850,1665.619247,83.33333333,39.2626,2.486,,,2.2206,0.234,W,H,4.539673,b1,NORMAL
390,Well20,1872,1676.675773,83.33333333,56.4851,3.118,,,2.259,0.271009,W,H,10.05603,b1,NORMAL
391,Well20,1905,1693.281707,86.11111111,42.8893,2.346,,,2.2075,0.303998,W,H,2.631714,b1,NORMAL
392,Well20,1923,1702.578922,86.66666667,52.1659,2.954,,,2.2577,0.225003,W,H,3.094116,b1,NORMAL
393,Well20,1932,1707.2946,87.22222222,56.3232,3.034,,,2.2728,0.246007,W,H,3.785522,b1,NORMAL
394,Well20,1939.5,1711.224332,87.22222222,46.5141,3.5881,,,2.3253,0.124011,W,H,0.817749,b1,NORMAL
395,Well20,1953,1718.449685,87.77777778,40.6738,2.028,,,2.2168,0.251997,W,H,4.575317,b1,NORMAL
396,Well20,2018,1753.871387,87.77777778,45.71,2.036,,,2.251,0.255996,W,K,4.610107,b3,NORMAL
397,Well20,2046,1769.573126,88.33333333,72.182,3.586,,,2.4133,0.241994,W,K,1.024048,b3,OTHER
398,Well20,2046.5,1769.854166,88.33,66.1945,3.5761,,,2.3071,0.238002,W,K,1.024048,b3,NORMAL
399,Well20,2059,1776.840368,88.88888889,48.8262,3.51,,,2.3505,0.228013,W,K,2.036865,b3,NORMAL
400,Well20,2076,1786.272702,88.88888889,64.1336,2.583,,,2.3434,0.156995,W,K,1.937866,b3,NORMAL
401,Well20,2110,1805.299941,89.44444444,63.2132,3.0181,,,2.2922,0.214006,W,K,3.744141,b3,NORMAL
402,Well20,2146,1826.483187,88.88888889,58.2811,2.379,,,2.297,0.250004,W,K,3.02124,b4,NORMAL
403,Well20,2171,1841.449737,88.88888889,62.8514,1.762,,,2.241,0.283002,W,K,4.547852,b4,NORMAL
404,Well20,2178.5,1845.900358,89.44444444,61.617,2.3841,,,2.2364,0.259008,W,K,1.086426,b4,OTHER
405,Well20,2179,1846.197066,89.44,47.0927,2.109,,,2.2381,0.242993,W,K,1.086426,b4,NORMAL
406,Well20,2200,1858.623577,89.44444444,53.3972,2.195,,,2.2912,0.255004,W,K,4.754028,b4,NORMAL
407,Well20,2226,1873.853272,89.44444444,71.6494,3.9761,,,2.2641,0.275009,O?,K,1.243652,b4,OTHER
408,Well20,2226.5,1874.143267,89.44,55.1472,4.029,,,2.2782,0.231006,O?,K,1.243652,b4,OTHER
409,Well20,2252,1888.930235,90,48.2169,2.407,,,2.2451,0.255999,W,K,1.931885,b4,NORMAL
410,Well20,2269,1898.632284,90,49.5852,3.606,,,2.2506,0.272998,O?,K,3.815796,b4,NORMAL
411,Well20,2272.5,1900.629764,90,43.0852,3.81,,,2.3028,0.218998,O?,K,3.815796,b4,NORMAL
412,Well20,2276.5,1902.912599,89.44444444,39.9587,2.4269,,,2.253,0.241001,W,K,3.451294,b4,NORMAL
413,Well20,2298,1915.067164,88.33333333,61.5378,11.005,,,2.2198,0.259988,O,K,0.773682,b4,NORMAL
414,Well20,2303.5,1918.17052,87.77777778,93.3465,6.545,,,2.3525,0.240005,O,K,0.60144,b4,OTHER
416,Well21,2268,1853.512843,84.2,75.543,5.61,5.814,6.196,2.513,0.162,W,I,1.551514,b3,NORMAL
417,Well21,2290,1872.695524,85.2,117.219,2.424,2.455,2.554,2.51,0.326,W,I,1.990723,b3,NORMAL
418,Well21,2331.5,1907.89434,85.9,130.998,3.078,3.088,3.174,2.558,0.312,O,I,0.992798,b3,OTHER
420,Well21,2353.8,1926.123098,86.9,116.986,3.596,3.546,3.596,2.566,0.285,O,I,6.054688,b4,NORMAL
428,Well21,2447.5,1996.925655,88.6,45.405,27.514,33.592,45.262,2.203,0.229,O,I,7.369751,b4,NORMAL
430,Well21,2459.5,2005.209689,89.2,77.74,17.589,23.331,26.371,2.289,0.206,O,I,1.684753,b4,OTHER
431,Well21,2686.5,2156.095599,93.2,,,,,,,O,I,0.961426,c1,OTHER
432,Well21,2702.5,2166.344851,97.8,,,,,,,O,I,2.875977,c1,OTHER
433,Well21,2702.8,2166.537024,98.2,,,,,,,O,I,2.875977,c1,NORMAL
434,Well21,2703.57,2167.030269,97.4,,,,,,,O,I,2.875977,c1,NORMAL
435,Well21,2705.5,2168.266585,96.7,,,,,,,O,I,2.875977,c1,OTHER
436,Well21,2714.5,2174.034292,98.5,,,,,,,O,I,3.775146,c1,NORMAL
437,Well21,2717,2175.636749,98.7,,,,,,,O,I,3.775146,c1,NORMAL
438,Well21,2760.5,2203.670353,99,,,,,,,O,I,1.169678,c2,NORMAL
439,Well21,2769.5,2209.525423,99.4,,,,,,,O,I,1.30542,c2,NORMAL
440,Well21,2772,2211.167374,99.7,,,,,,,O?,I,1.111084,c2,NORMAL
441,Well21,2779.8,2216.290262,100.1,,,,,,,W,I,1.115723,c2,NORMAL
442,Well21,2790.5,2223.317814,100.4,,,,,,,O,I,1.122559,c2,NORMAL
443,Well21,2798.2,2228.376613,101,,,,,,,O?,I,0.462891,c2,NORMAL
444,Well21,2798.5,2228.573839,100.4,,,,,,,O?,I,0.462891,c2,OTHER
445,Well21,2985.4,2350.223369,107.1,,,,,,,O,I,,c2,OTHER
446,Well21,3005.8,2363.383924,108,,,,,,,O,I,,c2,OTHER
447,Well21,3006,2363.512949,108.1,,,,,,,O,I,,c2,OTHER
448,Well21,3010.1,2366.15796,108.1,,,,,,,O,I,,c2,OTHER
449,Well21,3010.2,2366.222472,108.1,,,,,,,O,I,,c2,OTHER
450,Well21,3013.2,2368.157846,108.3,,,,,,,O,I,,c2,NORMAL
451,Well21,3030,2378.995573,108.5,,,,,,,O,I,,c2,NORMAL
452,Well21,3076.5,2408.9874,108.8,,,,,,,O,I,,c2,NORMAL
453,Well21,3109.3,2430.142846,110.6,,,,,,,O,I,,c2,OTHER
454,Well21,3109.4,2430.207305,110.4,,,,,,,O,I,,c2,NORMAL
455,Well21,3116.2,2434.590548,110.4,,,,,,,O,I,,c2,OTHER
456,Well21,3116.5,2434.783927,110.7,,,,,,,O,I,,c2,OTHER
457,Well21,3147.49,2454.707104,110.7,,,,,,,O,I,,c2,NORMAL
458,Well21,3149.5,2456.002607,110.8,,,,,,,O,I,,c2,NORMAL
462,Well22,2765.8,2141.265731,105.12868,65.135,16.213,19.318,25.15,2.342,0.183,O,I,1.340088,c1,OTHER
463,Well22,2765.9,2141.332735,100.6,66.477,16.412,19.191,25.212,2.358,0.184,O,I,1.340088,c1,NORMAL
464,Well22,2783.5,2153.125426,98.1,39.229,23.786,30.645,54.389,2.275,0.199,O,I,2.01001,c1,NORMAL
467,Well22,2841.11,2191.685295,101.7,42.927,8.527,8.594,9.49,2.256,0.253,O?,I,1.589111,c2,NORMAL
469,Well22,2857,2202.230467,102.5,43.516,7.244,7.431,8.293,2.243,0.215,W,I,1.255615,c2,NORMAL
470,Well22,2870.91,2211.439294,107.714386,74.489,13.066,16.059,19.163,2.334,0.219,O,I,0.597656,c2,OTHER
471,Well22,2902.1,2232.147204,103.4,54.239,14.732,17.519,20.113,2.204,0.214,O,I,0.729492,c2,NORMAL
472,Well22,2906,2234.736138,108.5776,53.695,12.71,16.877,27.476,2.356,0.185,O,I,0.994629,c2,OTHER
473,Well22,2915.91,2241.302054,108.821386,55.884,11.705,14.747,16.899,2.288,0.219,O,I,0.72876,c2,OTHER
475,Well22,2947.2,2262.002207,104.8,46.105,13.921,20.177,36.134,2.169,0.252,O,I,1.650879,c2,NORMAL
478,Well22,3131.01,2381.637602,110,38.588,7.15,7.269,7.912,2.236,0.21,W,I,1.287598,c2,NORMAL
480,Well22,3256.49,2464.50652,117.199654,48.218,13.857,15.813,20.315,2.38,0.19,O?,I,1.071045,c2,OTHER
482,Well22,3282.29,2481.776906,117.834334,61.192,15.279,16.829,20.313,2.444,0.181,O?,I,2.342529,c3,OTHER
483,Well22,3287.98,2485.59906,117.974308,50.097,16.228,18.806,26.545,2.516,0.137,O?,I,0.536377,c3,OTHER
484,Well22,3305.81,2497.576036,118.412926,55.914,18.923,24.499,38.466,2.533,0.135,O?,I,1.553711,c3,OTHER
485,Well22,3334.7,2517.287585,119.12362,40.35,23.539,29.789,46.47,2.401,0.175,O,I,1.999512,c3,OTHER
490,Well22,3397.79,2561.514707,120.675634,69.009,12.169,12.597,13.933,2.531,0.178,O?,I,0.071045,c3,OTHER
491,Well23,2128,1667.038094,82.4,28.077,121.552,119.457,117.215,2.107,0.261,O,D,8.210327,b3,NORMAL
492,Well23,2159.2,1686.594997,84,46.193,9.389,9.561,10.181,2.238,0.251,O,D,3.885864,b3,NORMAL
493,Well23,2174.3,1696.070061,84.7,56.74,8.014,8.106,8.394,2.3,0.229,O,D,4.269043,b3,NORMAL
495,Well23,2239.3,1737.135623,87,38.064,16.636,16.794,17.4,2.263,0.25,O,D,3.481323,b4,NORMAL
496,Well23,2248.4,1742.908913,87.2,54.922,12.93,13.318,14.84,2.297,0.259,O,D,3.420288,b4,NORMAL
499,Well23,2300.4,1776.095172,87.3,50.318,10.055,10.186,11.031,2.268,0.227,O,D,5.92688,b4,NORMAL
501,Well23,2352,1809.36841,88,44.195,44.276,43.786,46.248,2.192,0.242,O,D,4.133179,b4,NORMAL
511,Well24,2618.4,2184.429995,105.7,38.738,47.223,47.293,,2.262,0.225,G,K,2.113281,c1,NORMAL
512,Well24,2637.5,2197.462364,98.4,42.298,39.75,40.1,,2.35,0.174,G,K,1.706543,c1,NORMAL
513,Well24,2640.5,2199.509333,99.3,58.239,29.054,29.261,0.2407,2.357,0.164,G,K,1.433838,c1,NORMAL
514,Well24,2713.3,2249.955884,101.2,55.252,17.701,17.737,0.2149,2.355,0.209,O,K,0.98877,c2,OTHER
517,Well24,2739.5,2268.444092,102.2,51.817,25.212,25.293,0.1547,2.384,0.212,O,K,0.775879,c2,NORMAL
518,Well24,2746,2273.022215,102.6,47.43,23.276,23.392,0.0777,2.286,0.226,O,K,1.056396,c2,NORMAL
520,Well24,2801.6,2312.150333,103.7,55.075,7.191,7.232,0.2118,2.372,0.184,W,K,1.056641,c2,NORMAL
521,Well24,2818.8,2324.267246,103.9,41.93,8.453,8.521,,2.344,0.181,W,K,1.197998,c2,NORMAL
522,Well24,2823.7,2327.726025,104.3,44.199,12.523,12.571,0.021,2.392,0.199,W,K,0.775635,c2,OTHER
524,Well24,2891.8,2375.870016,106.2,49.556,66.019,66.016,0.115,2.415,0.144,O,K,0.637207,c2,OTHER
527,Well24,2939,2409.299056,107.6,36.818,70.971,71.48,,2.309,0.214,O?,K,1.416504,c2,NORMAL
529,Well24,2957.9,2422.70297,108.7,37.967,77.216,77.555,,2.307,0.188,O?,K,0.710205,c2,OTHER
530,Well24,3119.5,2538.081091,111,38.447,131.392,131.572,,2.34,0.178,G,K,0.871582,c2,NORMAL
532,Well25,1812.5,1694.860486,78.5,,,,,,,O,K,6.154419,a,NORMAL
533,Well25,1867,1738.131945,82.2,,,,,,,O,K,4.442627,a,NORMAL
534,Well25,1885.5,1752.160764,83.4,,,,,,,O,K,0.972656,a,OTHER
535,Well25,1890.5,1755.89345,83,,,,,,,W,K,1.48584,a,NORMAL
536,Well25,1912,1771.425221,83.5,,,,,,,O,D,2.700806,b3,NORMAL
537,Well25,1992,1824.98841,84.2,,,,,,,O,D,1.699707,b4,NORMAL
538,Well25,2004,1832.835001,84.5,,,,,,,O,D,2.740723,b4,NORMAL
539,Well26,2776.9,2261.311843,81.71,49.5286,18.5485,22.3245,37.604,2.42,0.14899,O,K,0.422119,c1,OTHER
543,Well26,2803.7,2280.002706,97.83,44.1202,38.269,44.2848,44.3994,2.3406,0.19862,O,K,2.675049,c1,NORMAL
547,Well26,2887.2,2339.46519,100.18,76.349,6.8374,7.3358,8.0823,2.4028,0.25648,W,K,0.541748,c2,NORMAL
548,Well26,2893,2343.590377,102.53,56.5185,29.885,29.0341,33.1001,2.3851,0.19363,O,K,3.031982,c2,NORMAL
551,Well26,2898.3,2347.347669,104.3,46.9351,20.2954,25.0462,28.2946,2.3085,0.2197,O,K,1.297119,c2,NORMAL
552,Well26,2909,2354.872075,103.02,44.0887,14.5552,14.4268,16.6102,2.3163,0.21933,O,K,1.716309,c2,NORMAL
553,Well26,2919.2,2362.044873,104.78,55.2848,18.5826,22.8133,22.824,2.2768,0.24276,O,K,1.172607,c2,NORMAL
554,Well26,2925.8,2366.685174,104.94,56.0439,18.4524,26.1961,26.5501,2.3177,0.20582,O,K,1.060791,c2,NORMAL
555,Well26,2935,2373.084131,105.1,58.0998,15.366,19.4311,21.2419,2.3355,0.19997,O,K,0.63623,c2,NORMAL
556,Well26,2957.8,2388.918433,105.46,63.761,24.2691,28.2636,28.9807,2.3896,0.17992,O,K,0.634277,c2,NORMAL
557,Well26,2969.9,2397.243768,106.15,40.2936,7.8512,8.5517,11.3176,2.3318,0.20497,W,K,2.515381,c2,OTHER
558,Well26,3038,2444.004687,106.9,43.6147,25.8789,26.1752,24.7151,2.3515,0.15715,O,K,0.737061,c2,NORMAL
559,Well26,3051.2,2452.986503,107.28,48.7383,29.9443,38.4504,36.1245,2.3263,0.23883,O,K,0.935303,c2,NORMAL
560,Well26,3067.7,2464.169408,107.98,53.1344,23.2666,27.7929,26.5777,2.3866,0.19608,O,K,1.420898,c2,OTHER
561,Well26,3090,2478.987028,109.34,49.2446,35.9595,39.1529,36.9909,2.3318,0.19919,O,K,0.707031,c2,NORMAL
562,Well26,3105.8,2489.479356,109.75,44.4685,26.1963,44.5998,36.5622,2.2752,0.15432,O,K,0.910156,c2,NORMAL
566,Well27,2908,2367.916668,107.99,35.0543,40.2663,59.1307,83.5056,2.249,0.15741,G,K,2.504395,f,NORMAL
567,Well27,2909.3,2368.808001,108.45,38.1946,35.658,65.55,60.6713,2.2191,0.12258,G,K,2.504395,f,NORMAL
568,Well27,2978,2416.329941,110.9,40.7142,33.8577,44.5536,39.3475,2.377,0.17021,O,K,0.957031,c2,NORMAL
569,Well27,2999.9,2431.648161,111.73,53.8596,28.7686,39.2434,38.8922,2.3234,0.13759,O,K,0.427246,c2,OTHER
570,Well27,3032.8,2454.733873,112.12,44.9868,85.405,98.6647,87.2636,2.3685,0.20109,O,K,2.033447,c2,NORMAL
571,Well27,3033.8,2455.43623,112.73,42.449,136.5732,145.1573,82.075,2.4008,0.18142,O,K,2.033447,c2,NORMAL
573,Well27,3066.2,2478.243439,105.25,49.5695,48.8762,45.2439,40.902,2.331,0.19168,O,K,0.645752,c2,NORMAL
574,Well27,3075.9,2485.092296,107.21,43.5442,39.0117,45.9843,47.442,2.3689,0.16484,O,K,0.323242,c2,NORMAL
575,Well27,3177.2,2557.384829,111.97,54.4808,21.3736,30.5675,32.4481,2.4234,0.17463,O,K,0.551514,c2,OTHER
578,Well27,3245.6,2607.180159,114.37,64.5535,9.7762,10.1037,10.3355,2.4566,0.18801,O,K,0.335449,c2,OTHER
580,Well27,3327.3,2668.825202,118.26,52.5817,10.7986,12.5654,14.1955,2.4895,0.17268,O,K,0.468262,c2,NORMAL
581,Well27,3331.9,2672.3556,118.58,48.6792,14.8348,15.077,15.1402,2.4276,0.14434,O,K,0.702881,c2,NORMAL
582,Well27,3348.5,2685.155534,118.94,48.5032,9.3477,11.0524,11.6299,2.383,0.16105,O,K,1.17627,c2,NORMAL
583,Well27,3364.5,2697.544628,119.51,44.5714,10.691,11.6546,13.4675,2.4453,0.15433,O,K,0.473145,c2,NORMAL
584,Well27,3389.4,2716.995454,120.25,48.8848,15.1058,15.4243,15.9435,2.4751,0.1639,O,K,0.480225,c2,OTHER
586,Well28,2638.2,1944.668084,90.28,,,,,,,O,I,3.763428,b3,NORMAL
587,Well28,2670.3,1967.107689,90.54,,,,,,,O,I,2.95752,b4,NORMAL
588,Well28,2685.5,1977.618588,90.64,,,,,,,O,I,2.734497,b4,NORMAL
589,Well28,2696.5,1985.205105,91.01,,,,,,,O,I,2.203857,b4,NORMAL
590,Well28,2704.6,1990.78542,91.19,,,,,,,O,I,2.200684,b4,NORMAL
591,Well28,2713.5,1996.889765,91.45,,,,,,,O,I,2.824341,b4,NORMAL
592,Well28,2723,2003.405639,86.39,,,,,,,O,I,9.394165,b4,NORMAL
593,Well28,2727.5,2006.492106,87.88,,,,,,,O,I,9.394165,b4,NORMAL
594,Well28,2731,2008.892691,88.9,,,,,,,O,I,9.394165,b4,NORMAL
595,Well28,2743,2017.074911,89.44,,,,,,,O,I,1.559448,b4,NORMAL
596,Well28,2746.5,2019.460571,89.8,,,,,,,O,I,2.181152,b4,NORMAL
