,TESTID,WellID,DepthMD,DepthTVDSS,Temp,GR,Resist_deep,Resist_medium,Resist_short,Density ,Neutron,FluidType,Subblock,Thickness,Reservior,RFT
191,269,17,1842.3,1733.441122,82.41058000000001,79.337,3.3658,9999.0,9999.0,2.4338,0.20904099999999998,W,D,1.989746,b3,NORMAL
192,270,17,1849.8,1739.560478,82.59508000000001,62.1257,5.0228,9999.0,9999.0,2.2601,0.24520100000000003,O,D,3.5900879999999997,b3,NORMAL
193,271,17,1849.8,1739.560478,82.59508000000001,62.1257,5.0228,9999.0,9999.0,2.2601,0.24520100000000003,O,D,3.5900879999999997,b3,NORMAL
194,272,17,1849.8,1739.560478,82.59508000000001,62.1257,5.0228,9999.0,9999.0,2.2601,0.24520100000000003,O,D,3.5900879999999997,b3,NORMAL
195,273,17,1858.0,1746.2277789999998,82.7968,57.7411,4.2731,9999.0,9999.0,2.2855,0.24099,O,D,3.326172,b3,NORMAL
196,274,17,1858.3,1746.4690739999999,82.80418,58.8551,4.0642,9999.0,9999.0,2.2867,0.22982600000000003,O,D,3.326172,b3,NORMAL
197,275,17,1867.5,1753.868787,83.0305,88.7748,4.2259,9999.0,9999.0,2.4730000000000003,0.21879200000000001,O,D,9999.0,b3,NORMAL
198,276,17,1887.0,1769.535441,83.5102,51.847,5.5895,9999.0,9999.0,2.351,0.237577,O,D,2.071655,b4,NORMAL
199,277,17,1887.0,1769.535441,83.5102,51.847,5.5895,9999.0,9999.0,2.351,0.237577,O,D,2.071655,b4,NORMAL
200,278,17,1891.5,1773.1285870000002,83.6209,68.9617,4.314,9999.0,9999.0,2.3298,0.254231,O,D,3.287842,b4,NORMAL
201,279,17,1891.5,1773.1285870000002,83.6209,68.9617,4.314,9999.0,9999.0,2.3298,0.254231,O,D,3.287842,b4,NORMAL
202,280,17,1906.0,1784.706502,83.9776,61.3429,3.2162,9999.0,9999.0,2.2776,0.22051300000000001,O,D,4.134521,b4,NORMAL
203,281,17,1906.0,1784.706502,83.9776,61.3429,3.2162,9999.0,9999.0,2.2776,0.22051300000000001,O,D,4.134521,b4,NORMAL
204,282,17,1906.0,1784.706502,83.9776,61.3429,3.2162,9999.0,9999.0,2.2776,0.22051300000000001,O,D,4.134521,b4,NORMAL
205,283,17,1906.0,1784.706502,83.9776,61.3429,3.2162,9999.0,9999.0,2.2776,0.22051300000000001,O,D,4.134521,b4,NORMAL
206,284,17,1906.0,1784.706502,83.9776,61.3429,3.2162,9999.0,9999.0,2.2776,0.22051300000000001,O,D,4.134521,b4,NORMAL
207,285,17,1930.7,1804.1970350000001,84.58521999999999,59.7256,2.0652,9999.0,9999.0,2.3095,0.217007,W,D,6.665894000000001,b4,NORMAL
208,286,17,1930.7,1804.1970350000001,84.58521999999999,59.7256,2.0652,9999.0,9999.0,2.3095,0.217007,W,D,6.665894000000001,b4,NORMAL
209,287,17,1930.7,1804.1970350000001,84.58521999999999,59.7256,2.0652,9999.0,9999.0,2.3095,0.217007,W,D,6.665894000000001,b4,NORMAL
210,288,17,1931.0,1804.4326489999999,84.5926,61.6018,2.2186,9999.0,9999.0,2.3088,0.212522,W,D,6.665894000000001,b4,OTHER
211,289,17,1955.0,1822.975661,85.18299999999999,51.3913,1.8903,9999.0,9999.0,2.3169,0.268849,W,D,7.914673,b4,NORMAL
212,290,17,1986.0,1846.1546329999999,85.9456,52.677,2.3897,9999.0,9999.0,2.2658,0.24097800000000003,O?,D,4.581299,b4,NORMAL
213,291,17,2007.0,1861.29874,86.4622,42.9915,2.6628,9999.0,9999.0,2.3394,0.21992899999999999,W,D,3.014893,b4,NORMAL
214,292,17,2247.5,2020.965047,92.3785,75.3518,4.3393,9999.0,9999.0,2.3134,0.22122199999999997,W,G,1.350586,c1,NORMAL
215,293,17,2301.0,2057.918248,93.6946,90.4048,4.61,9999.0,9999.0,2.3911,0.18962400000000001,W,G,9999.0,c2,NORMAL
216,294,17,2370.5,2108.828562,95.4043,53.0513,5.4026,9999.0,9999.0,2.2945,0.237352,W,G,1.469727,c2,NORMAL
217,295,17,2370.5,2108.828562,95.4043,53.0513,5.4026,9999.0,9999.0,2.2945,0.237352,W,G,1.469727,c2,NORMAL
218,296,17,2370.5,2108.828562,95.4043,53.0513,5.4026,9999.0,9999.0,2.2945,0.237352,W,G,1.469727,c2,NORMAL
219,297,17,2418.5,2144.563693,96.5851,68.5205,5.2042,9999.0,9999.0,2.3303,0.22579899999999997,W,G,0.796875,c2,NORMAL
220,298,17,2651.0,2313.428476,102.3046,58.6727,3.5238,9999.0,9999.0,2.3791,0.175564,W,G,1.5708010000000001,c2,NORMAL
221,299,17,2716.5,2358.2851379999997,103.9159,56.601000000000006,3.9734,9999.0,9999.0,2.3749,0.176087,W,G,2.185547,c2,NORMAL
222,300,17,2775.7,2398.900256,105.37222,60.5357,4.3294,9999.0,9999.0,2.362,0.20598200000000003,W,G,1.266846,c3,NORMAL
223,301,17,2802.5,2417.6265559999997,106.0315,49.9452,4.8031,9999.0,9999.0,2.4154,0.163667,W,G,3.004395,c3,NORMAL
224,302,17,2802.7,2417.767468,106.03641999999999,50.1184,4.6404,9999.0,9999.0,2.4196,0.162204,W,G,3.004395,c3,OTHER
225,303,17,2802.7,2417.767468,106.03641999999999,50.1184,4.6404,9999.0,9999.0,2.4196,0.162204,W,G,3.004395,c3,OTHER
226,304,17,2803.0,2417.978836,106.0438,51.0266,4.3615,9999.0,9999.0,2.4296,0.15995299999999998,W,G,3.004395,c3,OTHER
227,305,17,2847.0,2449.674806,107.1262,50.6635,5.9003,9999.0,9999.0,2.3831,0.1681,W,G,1.244873,c3,OTHER
228,306,17,2847.0,2449.674806,107.1262,50.6635,5.9003,9999.0,9999.0,2.3831,0.1681,W,G,1.244873,c3,OTHER
229,307,17,2847.2,2449.825008,107.13112,55.6455,6.0849,9999.0,9999.0,2.3819,0.168095,W,G,1.244873,c3,NORMAL
230,308,17,2880.0,2474.531121,107.93799999999999,65.8047,8.1962,9999.0,9999.0,2.4651,0.202677,W,G,1.396973,c3,NORMAL
231,309,17,2880.0,2474.531121,107.93799999999999,65.8047,8.1962,9999.0,9999.0,2.4651,0.202677,W,G,1.396973,c3,NORMAL
232,310,17,2880.0,2474.531121,107.93799999999999,65.8047,8.1962,9999.0,9999.0,2.4651,0.202677,W,G,1.396973,c3,NORMAL
233,311,17,2893.2,2484.670055,108.26272,85.0625,7.5265,9999.0,9999.0,2.5002,0.180214,W,G,9999.0,c3,NORMAL
234,312,17,2921.7,2507.003709,108.96382,51.043,5.6362,9999.0,9999.0,2.3814,0.18370799999999998,W,G,1.9262700000000001,c3,NORMAL
235,313,17,2963.5,2540.126379,109.9921,54.8619,12.1064,9999.0,9999.0,2.3274,0.20959699999999998,W,G,0.965576,c3,NORMAL
236,314,17,2963.5,2540.126379,109.9921,54.8619,12.1064,9999.0,9999.0,2.3274,0.20959699999999998,W,G,0.965576,c3,NORMAL
237,315,17,2974.0,2548.443075,110.2504,64.3291,7.3652,9999.0,9999.0,2.4136,0.158495,W,G,1.082275,c3,NORMAL
238,316,17,3004.0,2571.9704469999997,110.9884,69.1907,23.8243,9999.0,9999.0,2.4522,0.156525,O,G,1.186768,c3,NORMAL
239,317,17,3004.1,2572.048587,110.99086000000001,69.1907,23.8243,9999.0,9999.0,2.4522,0.156525,O,G,1.186768,c3,OTHER
240,318,17,3004.5,2572.361148,111.0007,69.4261,21.7107,9999.0,9999.0,2.4474,0.147037,O,G,1.186768,c3,OTHER
241,319,17,3004.8,2572.595568,111.00808,78.3692,20.1016,9999.0,9999.0,2.4434,0.151526,O,G,1.186768,c3,OTHER
242,320,17,3004.8,2572.595568,111.00808,78.3692,20.1016,9999.0,9999.0,2.4434,0.151526,O,G,1.186768,c3,OTHER
243,321,17,3005.0,2572.7518489999998,111.01299999999999,84.4908,19.3232,9999.0,9999.0,2.4406,0.15605,O,G,1.186768,c3,NORMAL
244,322,17,3019.5,2583.9944960000003,111.3697,84.4618,8.0349,9999.0,9999.0,2.3939,0.20831999999999998,O,G,0.47143599999999997,c3,NORMAL
245,323,17,3042.0,2601.314221,111.9232,45.185,9.056000000000001,9999.0,9999.0,2.4238,0.172018,O,G,3.146729,c3,NORMAL
246,324,17,3080.5,2630.239175,112.8703,46.3216,8.6331,9999.0,9999.0,2.4188,0.153854,O,G,3.6057129999999997,c3,NORMAL
247,325,17,3164.0,2690.453089,114.9244,52.3203,40.2213,9999.0,9999.0,2.4725,0.099729,O,G,1.198242,c3,NORMAL
248,326,17,3179.3,2701.39572,115.30078,65.8999,12.157,9999.0,9999.0,2.461,0.172718,O,G,1.309082,c3,NORMAL
249,327,17,3180.0,2701.896363,115.318,57.9297,12.4362,9999.0,9999.0,2.4796,0.160187,O,G,1.309082,c3,NORMAL
250,328,17,3273.5,2768.924299,117.6181,34.9118,27.807,9999.0,9999.0,2.5346,0.218531,O,D,9999.0,c4,NORMAL
251,329,17,3327.0,2806.915423,118.9342,51.6135,34.0665,9999.0,9999.0,2.5618,0.108108,O,D,1.7158200000000001,c4,OTHER
252,330,17,3327.5,2807.2686350000004,118.9465,75.0052,24.865,9999.0,9999.0,2.5301,0.127005,O,D,1.7158200000000001,c4,OTHER
253,331,17,3328.0,2807.621848,118.9588,90.3146,23.266,9999.0,9999.0,2.5206,0.144746,O,D,9999.0,c4,OTHER
254,332,17,3342.2,2817.586709,119.30812,52.1059,14.0804,9999.0,9999.0,2.4623,0.158142,O,D,0.855225,c4,NORMAL
255,333,17,3342.2,2817.586709,119.30812,52.1059,14.0804,9999.0,9999.0,2.4623,0.158142,O,D,0.855225,c4,NORMAL
256,334,17,3342.2,2817.586709,119.30812,52.1059,14.0804,9999.0,9999.0,2.4623,0.158142,O,D,0.855225,c4,NORMAL
257,335,17,3358.5,2829.015187,119.7091,50.0157,53.0572,9999.0,9999.0,2.4698,0.094711,O,D,0.532959,c4,OTHER
258,336,17,3359.0,2829.364801,119.7214,49.2957,44.6818,9999.0,9999.0,2.5512,0.080525,O,D,0.42627,c4,OTHER
259,337,18,1749.11,1600.246078,80.11810600000001,54.8251,3.1010000000000004,9999.0,9999.0,2.256,0.256,O,H,9999.0,9999,NORMAL
260,338,18,1780.58,1628.34493,80.892268,49.6832,5.392,9999.0,9999.0,2.2481,0.247,O,H,2.797729,b1,NORMAL
261,339,18,1782.55,1630.067086,80.94073,55.2583,2.31,9999.0,9999.0,2.2098,0.255,W,H,2.924194,b1,OTHER
262,340,18,1783.03,1630.486697,80.952538,45.6943,2.026,9999.0,9999.0,2.1709,0.258,W,H,2.924194,b1,OTHER
263,341,18,1823.53,1665.6368109999999,81.948838,59.1569,2.853,9999.0,9999.0,2.2343,0.281,W,D,2.505371,b3,NORMAL
264,342,18,1830.04,1671.2517480000001,82.10898399999999,80.4503,3.8369999999999997,9999.0,9999.0,2.4773,0.214,O?,D,0.39465300000000003,b3,OTHER
265,343,18,1843.04,1682.463416,82.428784,46.605,41.56100000000001,9999.0,9999.0,2.1579,0.249,O,D,6.161011,b3,NORMAL
266,344,18,1845.57,1684.641092,82.491022,47.5032,21.514,9999.0,9999.0,2.2119,0.25,O,D,6.161011,b3,NORMAL
267,345,18,1848.03,1686.758516,82.551538,49.3334,23.81,9999.0,9999.0,2.2053,0.237,O,D,6.161011,b3,NORMAL
268,346,18,1868.04,1703.987669,83.043784,72.0882,4.208,9999.0,9999.0,2.3637,0.207,O,D,2.757568,b3,OTHER
269,347,18,1870.05,1705.719543,83.09323,64.9159,4.27,9999.0,9999.0,2.3058,0.24,O,D,2.757568,b3,NORMAL
270,348,18,1897.07,1729.199396,83.757922,63.1982,2.228,9999.0,9999.0,2.3415,0.23600000000000002,W,D,1.603638,b3,NORMAL
271,349,18,1957.44,1782.129911,85.243024,62.3368,11.674000000000001,9999.0,9999.0,2.2457,0.24100000000000002,O,D,3.050903,b4,NORMAL
272,350,18,1959.59,1784.0066579999998,85.295914,62.29600000000001,5.939,9999.0,9999.0,2.2337,0.268,O,D,3.050903,b4,NORMAL
273,351,18,1979.05,1800.8806769999999,85.77463,63.3987,2.324,9999.0,9999.0,2.2772,0.23800000000000002,W,D,3.4261470000000003,b4,NORMAL
274,352,18,1995.04,1814.7000079999998,86.16798399999999,55.1973,2.5780000000000003,9999.0,9999.0,2.3445,0.23600000000000002,W,D,5.248412999999999,b4,NORMAL
275,353,19,1938.46,1481.3060269999999,84.776116,43.705,4.71,9999.0,9999.0,2.28,0.23,W,K,9999.0,9999,NORMAL
276,354,19,1964.47,1494.310999,85.415962,47.121,3.54,9999.0,9999.0,2.32,0.24,W,K,7.257446000000001,9999,NORMAL
277,355,19,1995.02,1509.6147130000002,86.16749200000001,45.67100000000001,3.41,9999.0,9999.0,2.29,0.26,W,K,7.041138,9999,NORMAL
278,356,19,2047.51,1535.918587,87.45874599999999,56.446999999999996,9.41,9999.0,9999.0,2.29,0.23,O,K,7.924805,b1,NORMAL
279,357,19,2053.97,1539.148587,87.617662,47.422,27.21,9999.0,9999.0,2.2,0.27,O,K,7.924805,b1,NORMAL
280,358,19,2089.05,1556.6885869999999,88.48063,49.872,19.19,9999.0,9999.0,2.16,0.26,O,K,6.400879,b1,NORMAL
281,359,19,2109.97,1567.17724,88.995262,29.733,27.6,9999.0,9999.0,2.11,0.24,O,K,6.950439,b1,NORMAL
282,360,19,2116.02,1570.211378,89.144092,25.775,49.87,9999.0,9999.0,2.13,0.23,O,K,6.950439,b1,NORMAL
283,361,19,2163.99,1594.280904,90.32415400000001,56.413999999999994,13.72,9999.0,9999.0,2.27,0.23,O,S,4.212524,b3,NORMAL
284,362,19,2167.52,1596.053901,90.41099200000001,45.943999999999996,17.47,9999.0,9999.0,2.25,0.23,O,S,4.212524,b3,NORMAL
285,363,19,2192.0,1608.349356,91.0132,48.278,27.21,9999.0,9999.0,2.17,0.26,O,S,10.476196,b3,NORMAL
286,364,19,2198.96,1611.845123,91.184416,50.071000000000005,32.16,9999.0,9999.0,2.13,0.27,O,S,10.476196,b3,NORMAL
287,365,19,2215.5,1620.123883,91.5913,52.107,12.67,9999.0,9999.0,2.2,0.26,O,S,4.275879,b3,NORMAL
288,366,19,2268.98,1646.823421,92.906908,44.357,35.67,9999.0,9999.0,2.14,0.28,O,S,5.31543,b3,NORMAL
289,367,19,2308.98,1666.850457,93.890908,39.662,20.76,9999.0,9999.0,2.11,0.26,O,S,5.929932,b4,NORMAL
290,368,19,2318.97,1671.8680570000001,94.136662,46.601000000000006,10.41,9999.0,9999.0,2.11,0.27,O,S,2.36499,b4,NORMAL
291,369,19,2339.99,1682.425611,94.653754,38.836,31.36,9999.0,9999.0,2.15,0.29,O,S,12.675903,b4,NORMAL
292,370,19,2355.14,1690.0348850000003,95.026444,37.475,39.51,9999.0,9999.0,2.11,0.28,O,S,12.675903,b4,NORMAL
293,371,19,2371.51,1698.25692,95.429146,42.17100000000001,26.52,9999.0,9999.0,2.16,0.26,O,S,7.72168,b4,NORMAL
294,372,19,2395.02,1710.425127,96.007492,42.623999999999995,3.55,9999.0,9999.0,2.16,0.28,O?,S,4.053711,b4,NORMAL
295,373,19,2399.0,1712.495704,96.1054,38.454,1.8,9999.0,9999.0,2.17,0.27,W,S,6.342041,b4,NORMAL
296,374,19,2404.0,1715.0969309999998,96.2284,47.368,2.31,9999.0,9999.0,2.23,0.27,W,S,6.342041,b4,NORMAL
297,375,19,2429.01,1728.108267,96.84364599999999,35.344,1.87,9999.0,9999.0,2.18,0.25,W,S,6.098145,b4,NORMAL
298,376,19,2448.04,1738.008536,97.311784,32.883,2.23,9999.0,9999.0,2.21,0.23,W,S,7.726807000000001,b4,NORMAL
299,377,20,1408.5,1347.100749,72.22222222,54.7421,2.053,9999.0,9999.0,2.2218,0.307006,W,H,2.519409,a,NORMAL
300,378,20,1471.0,1406.685892,76.11111111,69.8018,2.958,9999.0,9999.0,2.2709,0.28300000000000003,W,H,3.962036,a,NORMAL
301,379,20,1493.0,1426.862507,76.66666667,77.6578,3.3710000000000004,9999.0,9999.0,2.2909,0.25600500000000004,W,H,2.8896479999999998,a,NORMAL
302,380,20,1584.0,1503.368921,77.77777778,50.9904,3.699,9999.0,9999.0,2.2329,0.265005,W,H,1.422607,a,NORMAL
303,381,20,1613.0,1525.280254,78.88888889,54.637,4.011,9999.0,9999.0,2.2793,0.259004,W,H,3.356689,a,NORMAL
304,382,20,1683.0,1573.339021,80.0,55.2164,3.656,9999.0,9999.0,2.2748,0.263,W,H,3.854004,a,NORMAL
305,383,20,1698.0,1582.834282,80.0,52.0646,4.0489999999999995,9999.0,9999.0,2.2864,0.278998,W,H,3.3646239999999996,a,NORMAL
306,384,20,1736.0,1605.7950119999998,81.11111111,57.106,7.1397,9999.0,9999.0,2.3124,0.263998,O,H,0.608765,b1,NORMAL
307,385,20,1777.0,1628.0522119999998,82.78,54.8705,3.609,9999.0,9999.0,2.4004,0.208002,W,H,1.580078,b1,NORMAL
308,386,20,1777.5,1628.3115990000001,82.78,54.9051,3.3081,9999.0,9999.0,2.3011,0.253004,W,H,1.580078,b1,OTHER
309,387,20,1778.0,1628.570986,82.22222222,55.3372,3.055,9999.0,9999.0,2.3355,0.261995,W,H,1.580078,b1,OTHER
310,388,20,1790.0,1634.7962630000002,82.22222222,59.1441,3.2439999999999998,9999.0,9999.0,2.3173,0.21800799999999998,W,H,2.768555,b1,NORMAL
311,389,20,1850.0,1665.619247,83.33333333,39.2626,2.4859999999999998,9999.0,9999.0,2.2206,0.23399999999999999,W,H,4.5396730000000005,b1,NORMAL
312,390,20,1872.0,1676.675773,83.33333333,56.4851,3.1180000000000003,9999.0,9999.0,2.259,0.271009,W,H,10.05603,b1,NORMAL
313,391,20,1905.0,1693.281707,86.11111111,42.8893,2.346,9999.0,9999.0,2.2075,0.303998,W,H,2.631714,b1,NORMAL
314,392,20,1923.0,1702.578922,86.66666667,52.1659,2.9539999999999997,9999.0,9999.0,2.2577,0.225003,W,H,3.094116,b1,NORMAL
315,393,20,1932.0,1707.2946,87.22222222,56.3232,3.034,9999.0,9999.0,2.2728,0.246007,W,H,3.7855220000000003,b1,NORMAL
316,394,20,1939.5,1711.224332,87.22222222,46.5141,3.5881,9999.0,9999.0,2.3253,0.124011,W,H,0.817749,b1,NORMAL
317,395,20,1953.0,1718.449685,87.77777778,40.6738,2.028,9999.0,9999.0,2.2168,0.25199699999999997,W,H,4.575317,b1,NORMAL
318,396,20,2018.0,1753.8713870000001,87.77777778,45.71,2.036,9999.0,9999.0,2.251,0.255996,W,K,4.610107,b3,NORMAL
319,397,20,2046.0,1769.5731260000002,88.33333333,72.182,3.5860000000000003,9999.0,9999.0,2.4133,0.24199400000000001,W,K,1.0240479999999998,b3,OTHER
320,398,20,2046.5,1769.854166,88.33,66.1945,3.5761,9999.0,9999.0,2.3071,0.238002,W,K,1.0240479999999998,b3,NORMAL
321,399,20,2059.0,1776.840368,88.88888889,48.8262,3.51,9999.0,9999.0,2.3505,0.22801300000000002,W,K,2.036865,b3,NORMAL
322,400,20,2076.0,1786.272702,88.88888889,64.1336,2.583,9999.0,9999.0,2.3434,0.156995,W,K,1.937866,b3,NORMAL
323,401,20,2110.0,1805.299941,89.44444444,63.2132,3.0181,9999.0,9999.0,2.2922,0.214006,W,K,3.7441410000000004,b3,NORMAL
324,402,20,2146.0,1826.483187,88.88888889,58.2811,2.379,9999.0,9999.0,2.2969999999999997,0.250004,W,K,3.02124,b4,NORMAL
325,403,20,2171.0,1841.4497370000001,88.88888889,62.8514,1.7619999999999998,9999.0,9999.0,2.241,0.283002,W,K,4.547852,b4,NORMAL
326,404,20,2178.5,1845.9003579999999,89.44444444,61.617,2.3841,9999.0,9999.0,2.2364,0.259008,W,K,1.0864260000000001,b4,OTHER
327,405,20,2179.0,1846.197066,89.44,47.0927,2.109,9999.0,9999.0,2.2381,0.242993,W,K,1.0864260000000001,b4,NORMAL
328,406,20,2200.0,1858.623577,89.44444444,53.3972,2.195,9999.0,9999.0,2.2912,0.255004,W,K,4.754028,b4,NORMAL
329,407,20,2226.0,1873.8532719999998,89.44444444,71.6494,3.9761,9999.0,9999.0,2.2641,0.275009,O?,K,1.243652,b4,OTHER
330,408,20,2226.5,1874.1432670000002,89.44,55.1472,4.029,9999.0,9999.0,2.2782,0.231006,O?,K,1.243652,b4,OTHER
331,409,20,2252.0,1888.930235,90.0,48.2169,2.407,9999.0,9999.0,2.2451,0.255999,W,K,1.9318849999999999,b4,NORMAL
332,410,20,2269.0,1898.632284,90.0,49.5852,3.6060000000000003,9999.0,9999.0,2.2506,0.272998,O?,K,3.8157959999999997,b4,NORMAL
333,411,20,2272.5,1900.629764,90.0,43.0852,3.81,9999.0,9999.0,2.3028,0.218998,O?,K,3.8157959999999997,b4,NORMAL
334,412,20,2276.5,1902.9125989999998,89.44444444,39.9587,2.4269,9999.0,9999.0,2.253,0.24100100000000002,W,K,3.4512940000000003,b4,NORMAL
335,413,20,2298.0,1915.067164,88.33333333,61.5378,11.005,9999.0,9999.0,2.2198,0.259988,O,K,0.773682,b4,NORMAL
336,414,20,2303.5,1918.17052,87.77777778,93.3465,6.545,9999.0,9999.0,2.3525,0.24000500000000002,O,K,0.60144,b4,OTHER
337,416,21,2268.0,1853.512843,84.2,75.543,5.61,5.814,6.196000000000001,2.513,0.162,W,I,1.5515139999999998,b3,NORMAL
338,417,21,2290.0,1872.6955239999998,85.2,117.219,2.424,2.455,2.5540000000000003,2.51,0.326,W,I,1.990723,b3,NORMAL
339,418,21,2331.5,1907.8943399999998,85.9,130.998,3.0780000000000003,3.088,3.174,2.5580000000000003,0.312,O,I,0.992798,b3,OTHER
340,420,21,2353.8,1926.123098,86.9,116.986,3.596,3.5460000000000003,3.596,2.5660000000000003,0.285,O,I,6.054688,b4,NORMAL
341,428,21,2447.5,1996.925655,88.6,45.405,27.514,33.592,45.262,2.2030000000000003,0.22899999999999998,O,I,7.369750999999999,b4,NORMAL
342,430,21,2459.5,2005.209689,89.2,77.74,17.589000000000002,23.331,26.371,2.289,0.20600000000000002,O,I,1.684753,b4,OTHER
343,431,21,2686.5,2156.0955989999998,93.2,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,O,I,0.961426,c1,OTHER
344,432,21,2702.5,2166.3448510000003,97.8,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,O,I,2.8759770000000002,c1,OTHER
345,433,21,2702.8,2166.5370239999997,98.2,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,O,I,2.8759770000000002,c1,NORMAL
346,434,21,2703.57,2167.0302690000003,97.4,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,O,I,2.8759770000000002,c1,NORMAL
347,435,21,2705.5,2168.2665850000003,96.7,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,O,I,2.8759770000000002,c1,OTHER
348,436,21,2714.5,2174.0342920000003,98.5,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,O,I,3.775146,c1,NORMAL
349,437,21,2717.0,2175.636749,98.7,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,O,I,3.775146,c1,NORMAL
350,438,21,2760.5,2203.670353,99.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,O,I,1.169678,c2,NORMAL
351,439,21,2769.5,2209.525423,99.4,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,O,I,1.30542,c2,NORMAL
352,440,21,2772.0,2211.1673739999997,99.7,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,O?,I,1.111084,c2,NORMAL
353,441,21,2779.8,2216.290262,100.1,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,W,I,1.115723,c2,NORMAL
354,442,21,2790.5,2223.317814,100.4,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,O,I,1.122559,c2,NORMAL
355,443,21,2798.2,2228.376613,101.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,O?,I,0.462891,c2,NORMAL
356,444,21,2798.5,2228.573839,100.4,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,O?,I,0.462891,c2,OTHER
357,445,21,2985.4,2350.2233690000003,107.1,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,O,I,9999.0,c2,OTHER
358,446,21,3005.8,2363.3839239999998,108.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,O,I,9999.0,c2,OTHER
359,447,21,3006.0,2363.512949,108.1,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,O,I,9999.0,c2,OTHER
360,448,21,3010.1,2366.15796,108.1,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,O,I,9999.0,c2,OTHER
361,449,21,3010.2,2366.222472,108.1,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,O,I,9999.0,c2,OTHER
362,450,21,3013.2,2368.157846,108.3,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,O,I,9999.0,c2,NORMAL
363,451,21,3030.0,2378.995573,108.5,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,O,I,9999.0,c2,NORMAL
364,452,21,3076.5,2408.9874,108.8,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,O,I,9999.0,c2,NORMAL
365,453,21,3109.3,2430.142846,110.6,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,O,I,9999.0,c2,OTHER
366,454,21,3109.4,2430.207305,110.4,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,O,I,9999.0,c2,NORMAL
367,455,21,3116.2,2434.590548,110.4,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,O,I,9999.0,c2,OTHER
368,456,21,3116.5,2434.783927,110.7,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,O,I,9999.0,c2,OTHER
369,457,21,3147.49,2454.707104,110.7,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,O,I,9999.0,c2,NORMAL
370,458,21,3149.5,2456.002607,110.8,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,O,I,9999.0,c2,NORMAL
371,462,22,2765.8,2141.265731,105.12868,65.135,16.213,19.317999999999998,25.15,2.342,0.183,O,I,1.340088,c1,OTHER
372,463,22,2765.9,2141.332735,100.6,66.477,16.412,19.191,25.212,2.358,0.184,O,I,1.340088,c1,NORMAL
373,464,22,2783.5,2153.125426,98.1,39.229,23.785999999999998,30.645,54.388999999999996,2.275,0.19899999999999998,O,I,2.01001,c1,NORMAL
374,467,22,2841.11,2191.6852949999998,101.7,42.927,8.527000000000001,8.594,9.49,2.256,0.253,O?,I,1.5891110000000002,c2,NORMAL
375,469,22,2857.0,2202.2304670000003,102.5,43.516000000000005,7.244,7.431,8.293,2.2430000000000003,0.215,W,I,1.255615,c2,NORMAL
376,470,22,2870.91,2211.4392940000002,107.714386,74.48899999999999,13.065999999999999,16.059,19.163,2.334,0.21899999999999997,O,I,0.5976560000000001,c2,OTHER
377,471,22,2902.1,2232.147204,103.4,54.239,14.732000000000001,17.519000000000002,20.113,2.204,0.214,O,I,0.729492,c2,NORMAL
378,472,22,2906.0,2234.7361379999998,108.5776,53.695,12.71,16.877,27.476,2.356,0.185,O,I,0.9946290000000001,c2,OTHER
379,473,22,2915.91,2241.3020539999998,108.821386,55.88399999999999,11.705,14.747,16.899,2.2880000000000003,0.21899999999999997,O,I,0.7287600000000001,c2,OTHER
380,475,22,2947.2,2262.002207,104.8,46.105,13.921,20.177,36.134,2.169,0.252,O,I,1.650879,c2,NORMAL
381,478,22,3131.01,2381.637602,110.0,38.588,7.15,7.269,7.912000000000001,2.2359999999999998,0.21,W,I,1.287598,c2,NORMAL
382,480,22,3256.49,2464.50652,117.19965400000001,48.218,13.857000000000001,15.812999999999999,20.315,2.38,0.19,O?,I,1.071045,c2,OTHER
